11111111111111111111111111111111
13                             1
1                              1
1                              1
1                         111111
1                          !   1
1                              1
1                              1
1                              1
1                              1
1                          5   1
1                              1
1                              1
1                              1
1            111               1
1             !                1
1                              1
1                              1
1          2                   1
11111111111111111111111111111111
