11111111111111111111111111111111
13                             1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1           4                  1
1           4                  1
1       1111B1111              1
1                              1
1                              1
1               4              1
1            111B11111         1
1                              1
1   b          2               1
11111111111111111111111111111111
